,AccX,AccY,AccZ,ExperimentID,SourceFile,Category
9600,-0.09457096457481384,0.1472434103488922,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9601,-0.08738835901021957,0.15562310814857483,9.695320129394531,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9602,-0.08978256583213806,0.14365209639072418,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9603,-0.09217676520347595,0.1496376097202301,9.694122314453125,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9604,-0.09696517139673233,0.14484919607639313,9.694122314453125,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9605,-0.08619125932455063,0.14365209639072418,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9606,-0.090979665517807,0.15562310814857483,9.692925453186035,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9607,-0.09696517139673233,0.15682020783424377,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9608,-0.09217676520347595,0.14604631066322327,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9609,-0.08858546614646912,0.14484919607639313,9.683348655700684,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9610,-0.0933738648891449,0.14604631066322327,9.684545516967773,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9611,-0.09217676520347595,0.152031809091568,9.702502250671387,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9612,-0.0933738648891449,0.15322890877723694,9.68574333190918,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9613,-0.08499415963888168,0.14484919607639313,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9614,-0.09217676520347595,0.14484919607639313,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9615,-0.08978256583213806,0.1496376097202301,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9616,-0.09696517139673233,0.14006079733371735,9.704896926879883,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9617,-0.09696517139673233,0.13407529890537262,9.695320129394531,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9618,-0.09696517139673233,0.1364694982767105,9.697713851928711,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9619,-0.09696517139673233,0.14245499670505524,9.691728591918945,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9620,-0.08738835901021957,0.1496376097202301,9.695320129394531,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9621,-0.09457096457481384,0.152031809091568,9.68813705444336,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9622,-0.08738835901021957,0.1604115068912506,9.683348655700684,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9623,-0.09576806426048279,0.1496376097202301,9.691728591918945,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9624,-0.08978256583213806,0.1496376097202301,9.68694019317627,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9625,-0.08140286058187485,0.14484919607639313,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9626,-0.08619125932455063,0.15083470940589905,9.68574333190918,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9627,-0.10295066982507706,0.14365209639072418,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9628,-0.09935937076807022,0.14484919607639313,9.692925453186035,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9629,-0.09457096457481384,0.14365209639072418,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9630,-0.08978256583213806,0.14006079733371735,9.68813705444336,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9631,-0.0933738648891449,0.14604631066322327,9.68694019317627,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9632,-0.09217676520347595,0.152031809091568,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9633,-0.08259996026754379,0.1496376097202301,9.692925453186035,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9634,-0.08858546614646912,0.1496376097202301,9.68574333190918,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9635,-0.0933738648891449,0.15322890877723694,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9636,-0.09576806426048279,0.15562310814857483,9.697713851928711,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9637,-0.08978256583213806,0.14844051003456116,9.691728591918945,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9638,-0.090979665517807,0.15682020783424377,9.683348655700684,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9639,-0.07900865375995636,0.152031809091568,9.701305389404297,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9640,-0.090979665517807,0.14365209639072418,9.697713851928711,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9641,-0.08619125932455063,0.1472434103488922,9.697713851928711,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9642,-0.090979665517807,0.1472434103488922,9.68574333190918,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9643,-0.08738835901021957,0.15322890877723694,9.691728591918945,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9644,-0.09696517139673233,0.14245499670505524,9.697713851928711,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9645,-0.08619125932455063,0.15083470940589905,9.68574333190918,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9646,-0.08738835901021957,0.14844051003456116,9.701305389404297,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9647,-0.0933738648891449,0.1472434103488922,9.6989107131958,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9648,-0.09696517139673233,0.14604631066322327,9.695320129394531,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9649,-0.08499415963888168,0.15083470940589905,9.68813705444336,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9650,-0.09457096457481384,0.15801730751991272,9.696516990661621,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9651,-0.09935937076807022,0.14604631066322327,9.703699111938477,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9652,-0.08738835901021957,0.152031809091568,9.690531730651855,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9653,-0.08978256583213806,0.15801730751991272,9.68813705444336,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9654,-0.0933738648891449,0.14484919607639313,9.695320129394531,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9655,-0.09457096457481384,0.14365209639072418,9.700108528137207,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9656,-0.08259996026754379,0.15083470940589905,9.6989107131958,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9657,-0.08379705995321274,0.14844051003456116,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9658,-0.0933738648891449,0.1472434103488922,9.694122314453125,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9659,-0.090979665517807,0.1472434103488922,9.692925453186035,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9660,-0.08978256583213806,0.1496376097202301,9.68694019317627,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9661,-0.08499415963888168,0.152031809091568,9.68694019317627,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9662,-0.09816227108240128,0.14365209639072418,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9663,-0.09696517139673233,0.152031809091568,9.695320129394531,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9664,-0.09217676520347595,0.1472434103488922,9.684545516967773,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9665,-0.08978256583213806,0.15442600846290588,9.700108528137207,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9666,-0.09457096457481384,0.14604631066322327,9.68813705444336,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9667,-0.08499415963888168,0.1472434103488922,9.68813705444336,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9668,-0.0933738648891449,0.14844051003456116,9.691728591918945,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9669,-0.08738835901021957,0.14365209639072418,9.68933391571045,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9670,-0.09457096457481384,0.14844051003456116,9.694122314453125,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
9671,-0.09816227108240128,0.15083470940589905,9.692925453186035,25,Data/Raw/Off/Washing Machine - Turned Off.2cgd2qh1.cbor,Turned Off
