,AccX,AccY,AccZ,ExperimentID,SourceFile,Category
5200,0.545877993106842,0.3232172429561615,9.321824073791504,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5201,0.035913024097681046,0.35913026332855225,9.791088104248047,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5202,0.365115761756897,0.10893617570400238,9.81143856048584,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5203,-1.0618284940719604,0.48602294921875,9.759963035583496,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5204,0.5817909836769104,0.0802057534456253,10.012551307678223,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5205,-1.0965443849563599,0.5374982953071594,9.39245319366455,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5206,0.16400282084941864,0.5363011956214905,9.521739959716797,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5207,-0.4165911078453064,0.21428105235099792,9.871294021606445,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5208,0.6967126727104187,0.23942017555236816,9.66299819946289,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5209,-0.40701428055763245,0.24660277366638184,9.674968719482422,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5210,-0.46567222476005554,0.38546648621559143,9.876082420349121,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5211,0.27653029561042786,0.11133038252592087,9.707290649414062,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5212,-1.136048674583435,0.456095427274704,9.799467086791992,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5213,-0.02992752194404602,0.11372458189725876,9.621099472045898,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5214,-0.04429273307323456,0.37229835987091064,10.068815231323242,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5215,0.5626373887062073,0.21428105235099792,9.694122314453125,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5216,-0.7721300721168518,0.41778820753097534,9.654618263244629,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5217,0.08499415963888168,0.1412578970193863,9.68933391571045,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5218,-0.5530605912208557,0.6883329749107361,9.408015251159668,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5219,0.8906430602073669,0.16519992053508759,9.609128952026367,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5220,-0.5542576909065247,0.10893617570400238,9.570821762084961,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5221,0.5434837937355042,0.2932897210121155,10.036493301391602,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5222,-0.15083470940589905,0.08499415963888168,9.348160743713379,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5223,-0.4704606235027313,0.50876784324646,10.034099578857422,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5224,-0.7661445140838623,0.608127236366272,9.575610160827637,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5225,0.14604631066322327,0.4513070285320282,9.501389503479004,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5226,0.5482721924781799,0.061052143573760986,9.72285270690918,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5227,-0.4776432514190674,0.12090718746185303,9.728838920593262,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5228,0.8212111592292786,0.21308395266532898,9.873687744140625,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5229,-0.7805097699165344,0.090979665517807,9.50737476348877,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5230,-0.18555063009262085,-0.031124621629714966,9.466673851013184,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5231,-0.7493851184844971,0.7362170219421387,9.518148422241211,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5232,0.6572083830833435,0.17717093229293823,9.710882186889648,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5233,-0.2082955539226532,0.18555063009262085,9.716867446899414,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5234,0.12928688526153564,0.12090718746185303,10.06043529510498,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5235,0.20709845423698425,0.30885201692581177,9.566033363342285,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5236,0.09217676520347595,0.2346317619085312,9.696516990661621,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5237,-0.5734112858772278,0.22744916379451752,9.585186958312988,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5238,-0.28371289372444153,0.667982280254364,9.427168846130371,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5239,0.7158663272857666,-0.12449848651885986,9.583989143371582,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5240,-0.6308721303939819,0.33997663855552673,9.466673851013184,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5241,0.8259995579719543,-0.017956512048840523,9.295488357543945,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
5242,-0.09457096457481384,0.22266076505184174,9.986215591430664,14,Data/Raw/Heavy Load/Washing Machine - Heavy Load.2cghr9kp.cbor,Heavy Load
